,comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location,item_stolen,item_category,location_name,latitude,longitude
225,A parked 2017 Hyundai Sonata taken from the street off-campus / Referred to CPD,Referred,Information / Motor Vehicle Theft,1350 E. 56th St. (Public Way),11/14/25 to 11/15/25 7:00 PM to 10:00 AM,,2025-11-15 10:05:00-06:00,11/15/25,Fall,2025-063039,"1350 E 56th St, Chicago, Il, 60637",[ 41.79336745 -87.59308864],car (hyundai 2017),Car & Car parts,Public Way,41.79336745,-87.59308864
226,Secured electric scooter taken from bike rack,Open,Theft,6022 S. Drexel Ave. (Midway Residence Hall Bike Rack),11/13/25 to 11/14/25 10:05 PM to 9:25 AM,,2025-11-14 12:37:00-06:00,11/14/25,Fall,25-01528,"6022 S Drexel Ave, Chicago, Il, 60637",[ 41.78476946 -87.60448143],e-scooter,Bikes & E-scooters,Midway Residence Hall Bike Rack,41.78476946,-87.60448143
227,Credit cards taken from wallet in unsecured locker / Unauthorized use of credit cards reported,Open,Theft,5530 S. Ellis Ave. (Ratner A.C.),11/13/25 2:00 PM to 3:00 PM,,2025-11-13 17:55:00-06:00,11/13/25,Fall,25-01524,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801],credit card/wallet,"Wallet, Credit cards, Cash",Ratner A.C.,41.79444356,-87.60144801
228,"Wallet taken from unattended, unsecured backpack in unsecured office / Unauthorized use of credit cards reported",Open,Theft,929 E. 57th St. (Gordon Center),11/13/25 12:40 PM to 1:50 PM,,2025-11-13 14:43:00-06:00,11/13/25,Fall,25-01523,"929 E 57th St, Chicago, Il, 60637",[ 41.79131786 -87.6030103 ],credit card/wallet,"Wallet, Credit cards, Cash",Gordon Center,41.79131786,-87.6030103
229,Secured electric scooter taken from bike rack,Open,Theft,6031 S. Ellis Ave. (Granville-Grossman RH Bike Rack),11/11/25 to 11/13/25 2:00 PM to 12:00 PM,,2025-11-13 14:02:00-06:00,11/13/25,Fall,25-01522,"6031 S Ellis Ave, Chicago, Il, 60637",[ 41.78535247 -87.60110174],e-scooter,Bikes & E-scooters,Granville-Grossman RH Bike Rack,41.78535247,-87.60110174
230,"Wallet taken from unsecured, unattended wallet left in unsecured office",Open,Theft,5815 S. Maryland Ave. (Mitchell Hospital),11/12/25 2:20 PM to 3:45 PM,,2025-11-12 15:58:00-06:00,11/12/25,Fall,25-01517,"5815 S Maryland Ave, Chicago, Il, 60637",[ 41.78922352 -87.60487504],credit card/wallet,"Wallet, Credit cards, Cash",Mitchell Hospital,41.78922352,-87.60487504
231,Window smashed and property taken from a vehicle parked on the street off-campus,Open,Theft,5309 S. Kimbark Ave. (Public Way),11/11/25 to 11/12/25 8:00 PM to 5:15 AM,,2025-11-12 05:32:00-06:00,11/12/25,Fall,25-01515,"5309 S Kimbark Ave, Chicago, Il, 60615",[ 41.79917041 -87.59494177],?,Unspecified - `Property`,Public Way,41.79917041,-87.59494177
232,A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officers,Arrest,Theft,1554 E. 55th St. (Walgreens),11/11/25 17:08,,2025-11-11 17:08:00-06:00,11/11/25,Fall,25-01514,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
233,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),11/11/25 16:40,,2025-11-11 16:40:00-06:00,11/11/25,Fall,2025-062128,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
234,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),11/11/25 15:30,,2025-11-11 15:32:00-06:00,11/11/25,Fall,2025-062118,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
235,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),11/11/25 13:23,,2025-11-11 13:23:00-06:00,11/11/25,Fall,2025-062098,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
236,Two unknown subjects snatched victim's phone from a bicycle while victim was in a store / CPD case JJ484807,CPD,Information / Theft,1400 E. 47th St. (Parking Lot),11/10/25 20:50,,2025-11-10 20:53:00-06:00,11/10/25,Fall,2025-061932,"1400 E 47th St, Chicago, Il, 60653",[ 41.80974745 -87.5923544 ],phone,Tech,Parking Lot,41.80974745,-87.5923544
237,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),11/10/25 8:45,,2025-11-10 08:46:00-06:00,11/10/25,Fall,2025-061812,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
238,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),11/10/25 8:20,,2025-11-10 08:24:00-06:00,11/10/25,Fall,2025-061807,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
239,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),11/9/25 11:37,,2025-11-09 11:38:00-06:00,11/9/25,Fall,2025-061596,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
240,Funds taken from complainant's bank account,Open,Theft,5525 S. Ellis Ave. (Maroon Financial),11/4/25 to 11/7/25 3:15 PM to 4:00 PM,,2025-11-08 16:05:00-06:00,11/8/25,Fall,25-01502,"5525 S Ellis Ave, Chicago, Il, 60637",[ 41.7941822  -87.60128794],bank funds,"Wallet, Credit cards, Cash",Maroon Financial,41.7941822,-87.60128794
241,Secured electric bicycle taken from bike rack,Open,Theft,1100 E. 57th St. (Regenstein Bike Rack),11/8/25 9:00 AM to 1:00 PM,,2025-11-08 13:23:00-06:00,11/8/25,Fall,25-01501,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],bike (secured),Bikes & E-scooters,Regenstein Bike Rack,41.79148537,-87.59815254
242,Laptop left unattended and unsecured in locker room was taken by unknown person,Open,Theft,5700 S. Maryland Ave. (CCD),11/4/25 to 11/7/25 3:30 PM to 12:30 AM,,2025-11-07 16:42:00-06:00,11/7/25,Fall,25-01496,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721],laptop,Tech,CCD,41.7903992,-87.60501721
243,A person reported that three cashier's checks were stolen from the U.S. Mail and altered by an unknown suspect / Victim referred to CPD,Referred,Information / Theft,850 E. 61st St. (UCPD HQ),10/24/25 unknown time,,2025-11-07 15:11:00-06:00,11/7/25,Fall,2025-061097,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276],cashier's checks altered,"Wallet, Credit cards, Cash",UCPD HQ,41.78412446,-87.60566276
244,Three unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),11/6/25 23:38,,2025-11-06 23:39:00-06:00,11/6/25,Fall,2025-060993,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
245,"Delayed report - theft of credit/debit cards from unattended, unsecured wallet / Subsequent unauthorized use of cards reported",Open,Theft,929 E. 57th St. (Gordon Center),10/23/25 3:30 PM to 3:40 PM,,2025-11-06 09:25:00-06:00,11/6/25,Fall,25-01485,"929 E 57th St, Chicago, Il, 60637",[ 41.79131786 -87.6030103 ],credit card/wallet,"Wallet, Credit cards, Cash",Gordon Center,41.79131786,-87.6030103
246,Secured bicycle taken from bike rack,Open,Theft,6031 S. Ellis Ave. (Granville-Grossman RH Bike Rack),11/4/25 to 11/5/25 8:00 PM to 1:25 PM,,2025-11-05 14:52:00-06:00,11/5/25,Fall,25-01477,"6031 S Ellis Ave, Chicago, Il, 60637",[ 41.78535247 -87.60110174],bike (secured),Bikes & E-scooters,Granville-Grossman RH Bike Rack,41.78535247,-87.60110174
247,A n unknown subject smashed the window of a vehicle parked on the street off-campus and took property / Referred to CPD,Referred,Information / Theft,1645 E. 53rd St. (Public Way),11/5/25 6:03,,2025-11-05 06:03:00-06:00,11/5/25,Fall,25-01472,"1645 E 53rd St, Chicago, Il, 60615",[ 41.79953502 -87.58520832],?,Unspecified - `Property`,Public Way,41.79953502,-87.58520832
248,A known acquaintance took victim's vehicle parked on the street off-campus without consent / Referred to CPD,Referred,Information / Motor Vehicle Theft,1513 E. 53rd St. St (Public Way),11/4/25 12:30,,2025-11-04 12:57:00-06:00,11/4/25,Fall,2025-060338,"1513 E 53rd St, Chicago, Il, 60615",[ 41.79949107 -87.58865477],,,Public Way,41.79949107,-87.58865477
249,Unknown subject smashed window in parked vehicle off-campus and took property / Referred to CPD,Referred,Information / Theft,5443 S. Shore Dr. (Public Way),11/3/25 to 11/4/25 6:00 PM to 6:20 AM,,2025-11-04 06:57:00-06:00,11/4/25,Fall,2025-060269,"5443 S Shore Dr, Chicago, Il, 60615",[ 41.79860855 -87.58221894],?,Unspecified - `Property`,Public Way,41.79860855,-87.58221894
250,Secured electric scooter taken from bike rack,Open,Theft,1100 E. 57th St. (Regenstein Library Bike Rack),11/3/25 2:00 PM to 3:20 PM,,2025-11-03 15:36:00-06:00,11/3/25,Fall,25-01463,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],e-scooter,Bikes & E-scooters,Regenstein Library Bike Rack,41.79148537,-87.59815254
251,A subject took merchandise from the off-campus store without paying / UCPD officer located and arrested the suspect,Arrest,Theft,1554 E. 55th St. (Walgreens),11/3/25 11:16,,2025-11-03 11:18:00-06:00,11/3/25,Fall,25-01460,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
252,Unknown subject forced entry to vehicle parked on the street off-campus and took property / Referred to CPD,Referred,Information / Theft,5300 S. Drexel Ave. (Public Way),11/1/25 to 11/2/25 9:00 PM to 11:15 AM,,2025-11-02 11:23:00-06:00,11/2/25,Fall,2025-059807,"5300 S Drexel Ave, Chicago, Il, 60615",[ 41.79858862 -87.60397692],?,Unspecified - `Property`,Public Way,41.79858862,-87.60397692
253,Secured electric scooter taken from bike rack,Open,Theft,5530 S. Ellis Ave. (Ratner A.C. Bike Rack),10/30/25 3:30 PM to 7:30 PM,,2025-11-01 16:46:00-05:00,11/1/25,Fall,25-01452,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801],e-scooter,Bikes & E-scooters,Ratner A.C. Bike Rack,41.79444356,-87.60144801
254,Patient's property taken by unknown person(s),Open,Theft,5656 S. Maryland Ave. (UCMED),10/30/25 to 11/1/25 11:20 PM to 12:00 AM,,2025-11-01 01:00:00-05:00,11/1/25,Fall,25-01448,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297],?,Unspecified - `Property`,UCMED,41.7921342,-87.60503297
255,"Unattended, unsecured iPad and Apple Pencil taken",Open,Theft,1115 E. 58th St. (Rosenwald Hall),10/30/25 6:00 PM to 7:20 PM,,2025-10-30 19:58:00-05:00,10/30/25,Fall,25-01435,"1115 E 58th St, Chicago, Il, 60637",[ 41.78954358 -87.59832125],ipad,Tech,Rosenwald Hall,41.78954358,-87.59832125
256,"Credit and debit cards taken from an unattended, unsecured wallet left on a desk",Open,Theft,860 E. 59th St. (Goldblatt),10/30/25 11:45 AM to 11:50 AM,,2025-10-30 15:31:00-05:00,10/30/25,Fall,25-01431,"860 E 59th St, Chicago, Il, 60637",[ 41.78777846 -87.60375147],credit card/wallet,"Wallet, Credit cards, Cash",Goldblatt,41.78777846,-87.60375147
257,Computer equipment taken from cabinet in office,Open,Theft,860 E. 59th St. (Goldblatt),10/20/25 to 10/29/25 8:00 AM to 10:10 AM,,2025-10-30 11:03:00-05:00,10/30/25,Fall,25-01430,"860 E 59th St, Chicago, Il, 60637",[ 41.78777846 -87.60375147],computer equipment,Tech,Goldblatt,41.78777846,-87.60375147
258,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),10/29/25 17:30,,2025-10-29 17:31:00-05:00,10/29/25,Fall,2025-058823,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
259,"Credit cards taken from victim's unattended, unsecured purse",Open,Theft,929 E. 57th St. (Gordon Center),10/28/25 to 10/29/25 10:00 AM to 4:20 PM,,2025-10-29 16:23:00-05:00,10/29/25,Fall,25-01427,"929 E 57th St, Chicago, Il, 60637",[ 41.79131786 -87.6030103 ],credit card/wallet,"Wallet, Credit cards, Cash",Gordon Center,41.79131786,-87.6030103
260,A person took merchandise from the off-campus store without paying / UCPD officer located and arrested suspect,Arrest,Theft,1554 E. 55th St. (Walgreens),10/29/25 15:31,,2025-10-29 15:31:00-05:00,10/29/25,Fall,25-01425,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
261,Unknown person took an unattended pet dog from the sidewalk off-campus / Referred to CPD,Referred,Information / Theft,1658 E. 55th St. (Public Way),10/28/25 20:50,,2025-10-28 21:13:00-05:00,10/28/25,Fall,2025-058640,"1658 E 55th St, Chicago, Il, 60615",[ 41.79527285 -87.58520495],dog,Miscellaneous,Public Way,41.79527285,-87.58520495
262,Secured electric bicycle taken from bike rack,Open,Theft,5730 S. Ellis Ave. (Crerar Library Bike Rack),10/28/25 1:15 PM to 7:00 PM,,2025-10-28 19:15:00-05:00,10/28/25,Fall,25-01423,"5730 S Ellis Ave, Chicago, Il, 60637",[ 41.79080003 -87.60136349],bike (secured),Bikes & E-scooters,Crerar Library Bike Rack,41.79080003,-87.60136349
263,Secured bicycle taken from bike rack,Open,Theft,1116 E. 59th St. (S. Harper Ave. Library Bike Rack),10/24/25 to 10/28/25 5:00 PM to 8:00 AM,,2025-10-28 11:58:00-05:00,10/28/25,Fall,25-01421,"1116 E 59th St, Chicago, Il, 60637",[ 41.78782808 -87.59934635],bike (secured),Bikes & E-scooters,S. Harper Ave. Library Bike Rack,41.78782808,-87.59934635
264,Patient's property taken from room,Open,Theft,5700 S. Maryland Ave. (CCD),10/24/25 2:30 PM to 10:30 PM,,2025-10-27 14:44:00-05:00,10/27/25,Fall,25-01415,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721],?,Unspecified - `Property`,CCD,41.7903992,-87.60501721
265,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/27/25 12:30,,2025-10-27 12:32:00-05:00,10/27/25,Fall,2025-058303,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
266,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/27/25 10:00,,2025-10-27 10:05:00-05:00,10/27/25,Fall,2025-058281,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
267,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1550 E. 55th St. (La Boulangerie),10/26/25 14:40,,2025-10-26 14:44:00-05:00,10/26/25,Fall,2025-058123,"1550 W 55th St, Chicago, Il, 60609",[ 41.79409803 -87.66376339],merchandise,Merchandise,La Boulangerie,41.79409803,-87.66376339
268,Unsecured bicycle taken from bike rack off-campus / Referred to CPD,Referred,Information / Theft,1369 E. 53rd St. (Public Way),10/24/25 3:30 PM to 5:30 PM,,2025-10-24 18:19:00-05:00,10/24/25,Fall,2025-057587,"1369 E 53rd St, Chicago, Il, 60615",[ 41.79944486 -87.59241986],bike (unsecured),Bikes & E-scooters,Public Way,41.79944486,-87.59241986
269,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/24/25 15:48,,2025-10-24 15:49:00-05:00,10/24/25,Fall,2025-057562,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
270,"Credit cards taken from unsecured, unattended wallets left in work area / Subsequent unauthorized use of bank cards reported",Open,Theft,5815 S. Maryland Ave. (Mitchell Hospital),10/24/25 12:30 PM to 2:30 PM,,2025-10-24 15:27:00-05:00,10/24/25,Fall,25-01396,"5815 S Maryland Ave, Chicago, Il, 60637",[ 41.78922352 -87.60487504],credit card/wallet,"Wallet, Credit cards, Cash",Mitchell Hospital,41.78922352,-87.60487504
271,"Credit cards taken from unsecured, unattended wallets left in work area / Subsequent unauthorized use of bank cards reported",Open,Theft,5815 S. Maryland Ave. (Mitchell Hospital),10/24/25 12:30 PM to 2:30 PM,,2025-10-24 15:27:00-05:00,10/24/25,Fall,25-01397,"5815 S Maryland Ave, Chicago, Il, 60637",[ 41.78922352 -87.60487504],credit card/wallet,"Wallet, Credit cards, Cash",Mitchell Hospital,41.78922352,-87.60487504
272,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/24/25 10:10,,2025-10-24 10:12:00-05:00,10/24/25,Fall,2025-057500,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
273,A secured electric scooter taken from bike rack,Open,Theft,1150 E. 58th St. (Saieh Hall Bike Rack),10/23/25 2:00 PM to 3:00 PM,,2025-10-23 15:13:00-05:00,10/23/25,Fall,25-01390,"1150 E 58th St, Chicago, Il, 60637",[ 41.78967746 -87.59681877],e-scooter,Bikes & E-scooters,Saieh Hall Bike Rack,41.78967746,-87.59681877
274,A subject took merchandise from the off-campus store without paying / A UCPD officer located and arrested the suspect,Arrest,Theft,1554 E. 55th St. (Walgreens),10/23/25 10:10,,2025-10-23 10:22:00-05:00,10/23/25,Fall,25-01387,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
275,"Unattended, unsecured bag taken from work area",Open,Theft,5815 S. Maryland Ave. (Mitchell Hospital),10/22/25 11:57 AM to 12:21 PM,,2025-10-22 12:58:00-05:00,10/22/25,Fall,25-01384,"5815 S Maryland Ave, Chicago, Il, 60637",[ 41.78922352 -87.60487504],bag,Bags,Mitchell Hospital,41.78922352,-87.60487504
276,Window smashed and property taken from vehicle parked on the street off-campus / Referred to CPD,Referred,Information / Theft,5300 S. Ellis Ave. (Public Way),10/21/25 to 10/22/25 11:00 PM to 5:50 AM,,2025-10-22 05:54:00-05:00,10/22/25,Fall,2025-057022,"5300 S Ellis Ave, Chicago, Il, 60615",[ 41.79934458 -87.60138037],?,Unspecified - `Property`,Public Way,41.79934458,-87.60138037
277,Window smashed and property taken from vehicle parked in a parking lot off-campus / Referred to CPD,Referred,Information / Theft,1301 E. 47th St. (Parking Lot),10/22/25 unknown time,,2025-10-22 05:54:00-05:00,10/22/25,Fall,2025-057023,"1301 E 47th St, Chicago, Il, 60653",[ 41.80960615 -87.59460918],?,Unspecified - `Property`,Parking Lot,41.80960615,-87.59460918
278,Property taken from truck parked on the street,Open,Theft,1323 E. 61st St. (Public Way),10/21/25 5:00 PM to 6:30 PM,,2025-10-21 18:47:00-05:00,10/21/25,Fall,25-01380,"1323 E 61st St, Chicago, Il, 60637",[ 41.78413586 -87.59370196],?,Unspecified - `Property`,Public Way,41.78413586,-87.59370196
